epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,8472.87,1.9281,0.74672,1.34705,0.50756,0.36933,0.33205,0.13094,2.16505,0.84295,1.38438,0.0004085,0.0004085,0.0004085
70,8564.47,1.91208,0.77075,1.35095,0.51026,0.34945,0.3075,0.12763,2.12981,0.83492,1.3613,0.000396125,0.000396125,0.000396125
71,8642.35,1.94213,0.78678,1.3529,0.52257,0.37708,0.33728,0.14079,2.10537,0.82042,1.36028,0.00038375,0.00038375,0.00038375
72,8905.72,1.91642,0.76537,1.34487,0.53769,0.3701,0.33505,0.13988,2.09624,0.81312,1.34874,0.000371375,0.000371375,0.000371375
73,8967.04,1.92389,0.76449,1.34981,0.51516,0.37299,0.33424,0.14174,2.08059,0.82,1.35113,0.000359,0.000359,0.000359
74,9046.23,1.92364,0.77557,1.3498,0.52879,0.37315,0.34003,0.14334,2.07638,0.80794,1.34041,0.000346625,0.000346625,0.000346625
75,9116.84,1.91327,0.7681,1.34538,0.52867,0.37506,0.33713,0.1425,2.08512,0.82058,1.34719,0.00033425,0.00033425,0.00033425
76,9238.1,1.91413,0.7948,1.34151,0.5021,0.37234,0.32396,0.13506,2.10423,0.81256,1.36071,0.000321875,0.000321875,0.000321875
77,9319.79,1.93917,0.79415,1.34502,0.51739,0.36071,0.32344,0.13174,2.15158,0.85618,1.36454,0.0003095,0.0003095,0.0003095
78,9388.46,1.92441,0.75909,1.35159,0.51991,0.37971,0.33502,0.14099,2.081,0.81659,1.35039,0.000297125,0.000297125,0.000297125
79,9458.81,1.91495,0.76491,1.35473,0.51942,0.37545,0.33427,0.14107,2.09855,0.84627,1.35946,0.00028475,0.00028475,0.00028475
80,9528.17,1.92434,0.76219,1.34242,0.51865,0.37477,0.33694,0.14191,2.06093,0.81601,1.33697,0.000272375,0.000272375,0.000272375
81,9608.29,1.91914,0.76717,1.3483,0.51375,0.37098,0.32987,0.13923,2.1043,0.8312,1.34475,0.00026,0.00026,0.00026
82,9806.37,1.89794,0.74368,1.33411,0.51107,0.37076,0.32945,0.1359,2.1053,0.81558,1.35521,0.000247625,0.000247625,0.000247625
83,9878.16,1.89911,0.73993,1.34508,0.53149,0.37377,0.33775,0.14183,2.10434,0.81279,1.35399,0.00023525,0.00023525,0.00023525
84,9980.48,1.90175,0.73893,1.34113,0.51143,0.37998,0.33951,0.14477,2.06809,0.81468,1.34283,0.000222875,0.000222875,0.000222875
85,10053.1,1.89993,0.72188,1.33691,0.52016,0.38374,0.33858,0.1449,2.06809,0.80358,1.33823,0.0002105,0.0002105,0.0002105
86,10140.4,1.91433,0.74437,1.34749,0.51871,0.38235,0.34324,0.14576,2.09862,0.80216,1.35487,0.000198125,0.000198125,0.000198125
87,10228.2,1.89951,0.74237,1.33755,0.53225,0.38307,0.33999,0.14366,2.08346,0.82369,1.34652,0.00018575,0.00018575,0.00018575
88,10322.2,1.89387,0.73322,1.33857,0.52359,0.37882,0.3376,0.14355,2.09515,0.81661,1.35587,0.000173375,0.000173375,0.000173375
89,10402.5,1.90257,0.73554,1.32842,0.52501,0.38459,0.34249,0.14754,2.04269,0.8128,1.3287,0.000161,0.000161,0.000161
90,10473.7,1.88327,0.75661,1.32617,0.52358,0.37739,0.33139,0.14046,2.08871,0.81595,1.3512,0.000148625,0.000148625,0.000148625
91,10554.1,1.88872,0.82561,1.35619,0.52263,0.38241,0.34228,0.13955,2.13186,0.82066,1.36904,0.00013625,0.00013625,0.00013625
92,10620.7,1.90595,0.83654,1.35527,0.53385,0.37591,0.34314,0.14586,2.08264,0.82092,1.34129,0.000123875,0.000123875,0.000123875
93,10692.8,1.8826,0.83856,1.34727,0.52333,0.37478,0.33627,0.14523,2.07279,0.82464,1.33714,0.0001115,0.0001115,0.0001115
94,10767.8,1.87429,0.8234,1.35127,0.54228,0.38188,0.34726,0.14606,2.08476,0.81028,1.34205,9.9125e-05,9.9125e-05,9.9125e-05
95,10838,1.87787,0.83764,1.3358,0.55148,0.38233,0.34793,0.14824,2.05951,0.80904,1.33269,8.675e-05,8.675e-05,8.675e-05
96,10908.4,1.88843,0.80983,1.34627,0.54801,0.37756,0.34398,0.14706,2.07002,0.808,1.33808,7.4375e-05,7.4375e-05,7.4375e-05
97,10979.9,1.8991,0.8253,1.34316,0.54004,0.37885,0.34071,0.14524,2.06871,0.81715,1.34051,6.2e-05,6.2e-05,6.2e-05
98,11064,1.88219,0.84948,1.33568,0.54475,0.38077,0.34522,0.14767,2.05687,0.80528,1.33094,4.9625e-05,4.9625e-05,4.9625e-05
99,11130.3,1.87515,0.83211,1.34596,0.53354,0.37864,0.34355,0.14352,2.09946,0.81261,1.34976,3.725e-05,3.725e-05,3.725e-05
100,11206.8,1.87999,0.80075,1.34388,0.53968,0.37854,0.34423,0.14817,2.05229,0.79998,1.32978,2.4875e-05,2.4875e-05,2.4875e-05
